crl.tot;dollar;bang;money;n000;make;yesno
64;0;0;0;0;0;FALSE
80;0;0;0;0;0;FALSE
693;0.018;0;0;0;0.2;FALSE
46;0;0;0;0;0;FALSE
2631;0.003;0.003;0;0;0.06;FALSE
17;0;0.436;0;0;0;FALSE
10;0;0.769;0;0;0;FALSE
693;0.018;0;0;0;0.2;FALSE
42;0;0;0;0;0.79;FALSE
98;0;0;0;0;0;FALSE
154;0;0;0;0;0;FALSE
107;0;0;0;0;0;FALSE
121;0;0;0;0;0;FALSE
29;0;0;0;0;0;FALSE
13;0;0;0;0;0;FALSE
19;0;0;0;0;0;FALSE
341;0;0;0;0;0;FALSE
50;0;0.239;0;0;0;FALSE
153;0;0;0;0;0;FALSE
7;0;0;0;0;0;FALSE
45;0;0.281;0;0;0;FALSE
11;0;0.925;0;0;0;FALSE
30;0;0;0;0;0;FALSE
106;0;0;0;0;0;FALSE
8;0;0;0;0;0;FALSE
28;0;0;0;0;0;FALSE
63;0;0.168;0;0;0;FALSE
76;0;0;0;0;0;FALSE
57;0;0;0;0;0.64;FALSE
37;0;0;0;0;0;FALSE
4;0;0;0;0;0;FALSE
65;0;0;0;0;0;FALSE
35;0;0;0;0;0;FALSE
25;0;0.349;0;0;0;FALSE
120;0.134;0.044;0;0;0;FALSE
286;0;0;0;0;0;FALSE
36;0;0.523;0;0;0;FALSE
694;0;0;0;0;0;FALSE
44;0;0;0;0;0;FALSE
238;0;0;0;0;0;FALSE
1827;0;0.128;0;0;0.03;FALSE
199;0;0;0;0;0;FALSE
63;0;0.296;0;0;0;FALSE
55;0;0;0;0;0;FALSE
78;0;0.225;0;0;0;FALSE
34;0;0;0;0;0;FALSE
6;0;0;0;0;0;FALSE
49;0;0;0;0;0;FALSE
13;0;1.123;0;0;0;FALSE
75;0;0;0;0;0;FALSE
35;0;0;0;0;0;FALSE
58;0;0.081;0;0;0;FALSE
140;0;0;0;0;0;FALSE
5;0;0;0;0;0;FALSE
5;0;0;0;0;0;FALSE
5;0;0;0;0;0;FALSE
5;0;0;0;0;0;FALSE
138;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
512;0;0;0;0;0;FALSE
1192;0.006;0.027;0;0.04;0.04;FALSE
34;0;0;0;0;0;FALSE
377;0;0;0;0;0;FALSE
81;0;0.088;0;0;0;FALSE
194;0.037;0;0;0;0;FALSE
40;0;0;0;0;0;FALSE
367;0;0.02;0;0;0.27;FALSE
3;0;0;0;0;0;FALSE
27;0;0;0;0;0;FALSE
124;0;0;0;0;0;FALSE
103;0;0;0;0;0;FALSE
178;0;0;0;0;0;FALSE
17;0;0;0;0;0;FALSE
116;0;0.063;0;0;0;FALSE
13;0;0;0;0;0;FALSE
21;0;0;0;0;0;FALSE
50;0;0.139;0;0;0;FALSE
5;0;0;0;0;0;FALSE
15;0;0;0;0;0;FALSE
1108;0.16;0;0;0;0;FALSE
89;0;0.075;0;0;0;FALSE
157;0;0.329;0;0;0;FALSE
136;0;0;0;0;0;FALSE
192;0;0.052;0;0;0;FALSE
129;0;0.084;0;0;0;FALSE
101;0;0;0;0;0;FALSE
79;0;0.286;0;0;0;FALSE
224;0;0.041;0;0;0;FALSE
81;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
2349;0.005;0;0;0;0.01;FALSE
16;0;0;0;0;0;FALSE
8;0;0;0;0;0;FALSE
1073;0.015;0;0;0;0.05;FALSE
9;0;0;0;0;0;FALSE
88;0;0;0;0;0;FALSE
100;0;0;0;0;0;FALSE
53;0;0.276;0;0;0;FALSE
111;0;0;0;0;0.26;FALSE
15;0;0;0;0;0;FALSE
473;0;0;0;0;0;FALSE
116;0;0.413;0;0;0;FALSE
163;0;0.134;0;0;0;FALSE
237;0;0;0;0;0;FALSE
8;0;0;0;0;0;FALSE
10;0;0;0;0;0;FALSE
67;0;0.217;0;0;0;FALSE
10;0;0;0;0;0;FALSE
45;0;0;0;0;1.17;FALSE
51;0;0;0;0;0;FALSE
34;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
48;0;0;0;0;0;FALSE
13;0;0;0;0;1.63;FALSE
11;0;0;0;0;0;FALSE
100;0;0;0;0;0;FALSE
6;0;0;0;0;0;FALSE
18;0;0.735;0;0;0;FALSE
5;0;0;0;0;0;FALSE
14;0;0;0;0;0;FALSE
97;0;0;0;0;0;FALSE
118;0;0;0;0;0;FALSE
82;0;0;0;0;0;FALSE
8;0;0;0;0;0;FALSE
11;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
8;0;0;0;0;0;FALSE
88;0;0.116;0;0;0;FALSE
53;0;0;0;0;2;FALSE
161;0;0;0;0;0;FALSE
6;0;0;0;0;0;FALSE
41;0;0;0;0;0;FALSE
43;0;0.506;0;0;0;FALSE
91;0;0;0;0;0;FALSE
298;0;0;0;0;0;FALSE
215;0.069;0;0;0;0;FALSE
58;0;0;0;0;0;FALSE
61;0;0;0;0;0.86;FALSE
7;0;0;0;0;0;FALSE
7;0;0;0;0;0;FALSE
7;0;0;0;0;0;FALSE
103;0;0;0;0;0;FALSE
574;0.053;0;0;0;0;FALSE
212;0;0.059;0;0;0;FALSE
43;0;0;0;0;0;FALSE
107;0;0;0;0;0;FALSE
349;0;0;0;0;0.39;FALSE
45;0;0;0;0;0;FALSE
52;0;0.043;0;0;0;FALSE
55;0;0;0;0;0;FALSE
29;0;0;0;0;0;FALSE
31;0;0;0;0;1.16;FALSE
52;0;0.344;0;0;0;FALSE
5;0;0;0;0;2.27;FALSE
187;0;0;0;0;0;FALSE
49;0;0;0;0;0;FALSE
939;0.061;0.038;0.05;0;0.1;FALSE
8;0;0;0;0;0;FALSE
35;0;0;0;0;0;FALSE
42;0;0;0;0;0;FALSE
378;0;0;0;0;0;FALSE
48;0;0;0;0;0;FALSE
8;0;0;0;0;0;FALSE
161;0;0;0;0;0;FALSE
67;0;0.367;0;0;0;FALSE
43;0;0;0;0;0;FALSE
31;0;0.171;0;0;0;FALSE
71;0;0;0;0;0;FALSE
303;0.108;0;0;0.38;0.19;FALSE
48;0;0;0;0;0;FALSE
186;0;0;0;0;0;FALSE
115;0;0;0;0;0;FALSE
65;0;0;0;0;0;FALSE
10;0;0;0;0;0;FALSE
30;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
73;0;0;0;0;0;FALSE
240;0;0;0;0;0.16;FALSE
456;0.017;0;0;0;0.12;FALSE
15;0;0;0;0;0;FALSE
10;0;0;0;0;0;FALSE
425;0.016;0;0.12;0.12;0.24;FALSE
47;0;0.44;0;0;0;FALSE
189;0;0;0;0;0;FALSE
112;0;0;0;0;0;FALSE
57;0;0;0;0;0;FALSE
46;0;0;0;0;0;FALSE
282;0;0;0;0;0;FALSE
89;0;0;0;0;0;FALSE
33;0;0;0;0;0;FALSE
10;0;0;0;0;0;FALSE
73;0;0.133;0;0;0;FALSE
38;0;0;0;0;0;FALSE
13;0;0.925;0;0;0;FALSE
47;0;0;0;0;0;FALSE
890;0.021;0;0;0;0.07;FALSE
1617;0.008;0;0;0;0.05;FALSE
204;0;0;0;0;0;FALSE
2688;0.009;0;0;0;0.03;FALSE
1345;0.017;0;0;0;0.06;FALSE
47;0;0.338;0;0;0;FALSE
47;0;0;0;0;0;FALSE
61;0.043;0;0;0;0;FALSE
3168;0;0.016;0.03;0;0.01;FALSE
68;0;0.162;0;0;0;FALSE
21;0;1.156;0;0;0;FALSE
6;0;0;0;0;0;FALSE
55;0;0;0;0;0;FALSE
41;0;0;0;0;0;FALSE
15;0;0.595;0;0;0;FALSE
20;0;0.763;0;0;0;FALSE
30;0;0;0;0;0;FALSE
7;0;0;0;0;0;FALSE
6;0;0;0;0;0;FALSE
4;0;0;0;0;0;FALSE
58;0;0.11;0;0;0;FALSE
195;0;0.043;0;0;0;FALSE
37;0;0;0;0;0;FALSE
43;0;0.192;0;0;0;FALSE
7;0;0;0;0;0;FALSE
139;0;0;0;0;0;FALSE
18;0;0;0;0;0;FALSE
90;0;0;0;0;0;FALSE
40;0;0;0;0;0;FALSE
26;0;0;0;0;0;FALSE
141;0;0;0;0;0;FALSE
112;0;0;0;0;0;FALSE
590;0.039;0;0;0;0;FALSE
89;0;0;0;0;0;FALSE
68;0;0;0;0;0.84;FALSE
6;0;0;0;0;0;FALSE
48;0;0.085;0;0;0;FALSE
78;0;0;0;0;0;FALSE
37;0;0;0;0;0;FALSE
25;0;0.523;0;0;0;FALSE
227;0;0;0;0;0;FALSE
4;0;0;0;0;0;FALSE
1738;0.009;0.019;0;0;0.06;FALSE
160;0;0;0;0;0;FALSE
112;0;0;0;0;0.52;FALSE
4;0;0;0;0;0;FALSE
38;0;0;0;0;0;FALSE
315;0;0;0;0;0;FALSE
638;0.051;1.027;0.33;0;0.16;FALSE
95;0;0.109;0;0;0;FALSE
122;0;0.181;0;0;0;FALSE
147;0;0;0;0;0;FALSE
190;0;0.024;0.13;0;0;FALSE
34;0;0;0;0;0;FALSE
30;0;0;0;0;0;FALSE
61;0;0;0;0;0;FALSE
8;0;0;0;0;0;FALSE
211;0;0;0;0;0;FALSE
2;0;0;0;0;0;FALSE
29;0;0;0;0;0;FALSE
317;0;0;0;0.13;0;FALSE
36;0;0.375;0;0;0;FALSE
168;0.042;0.042;0;0;0;FALSE
77;0.124;0;0;0;0.43;FALSE
71;0;0;0;0;0;FALSE
1;0;0;0;0;0;FALSE
6;0;0;0;0;0;FALSE
54;0;0;0;0;0;FALSE
909;0.025;0;0;0;0.18;FALSE
678;0.03;0;0;0;0.11;FALSE
880;0.019;0;0;0;0.06;FALSE
1080;0.014;0;0;0;0.05;FALSE
99;0;0;0;0;0;FALSE
12;0;0;0;0;0;FALSE
417;0.053;0.07;0.1;0;0.1;FALSE
67;0;0;0;0;0;FALSE
128;0.054;0;0;0;0;FALSE
525;0.043;0;0;0;0.1;FALSE
10;0;0;0;0;0;FALSE
285;0;0;0;0;0;FALSE
212;0;0.344;0;0;0.29;FALSE
10;0;0;0;0;0;FALSE
60;0;0;0;0;0;FALSE
312;0.069;0;0;0;0;FALSE
60;0;0;0;0;0;FALSE
707;0.009;0;0;0.07;0;FALSE
48;0;0;0;0;0;FALSE
1589;0;0;0;0;0;FALSE
40;0;0;0;0;0;FALSE
500;0;0;0;0.08;0.08;FALSE
38;0;0;0;0;0;FALSE
28;0;0;0;0;0;FALSE
110;0;0;0;0;0;FALSE
22;0;0;0;0;0;FALSE
255;0.097;0;0;0;0;FALSE
98;0;0;0;0;0;FALSE
38;0;0;0;0;0;FALSE
41;0;0;0;0;0;FALSE
23;0;0;1.73;0;0.86;FALSE
283;0;0;0;0;0;FALSE
219;0;0;0;0;0;FALSE
52;0;0;0;0;0;FALSE
156;0;0;0;0;0;FALSE
61;0;0.15;0;0;0;FALSE
511;0;0;0;0;0.1;FALSE
40;0;0;0;0;0;FALSE
11;0;0;0;0;0;FALSE
48;0;0;0;0;0;FALSE
321;0.049;0.247;0;0;0;FALSE
183;0;0;0;0;0;FALSE
29;0;0;0;0;0;FALSE
209;0;0;0;0;0;FALSE
20;0;0;0;0;0;FALSE
38;0;0;0;0;0;FALSE
30;0;0;0;0;0;FALSE
90;0;0;0;0;0;FALSE
57;0;0;0;0;0;FALSE
1123;0.021;0.029;0;0.05;0.1;FALSE
43;0;0.436;0;0;0;FALSE
86;0;0;0;0;0;FALSE
1787;0;0;0;0;0.04;FALSE
31;0;0.103;0;0;0;FALSE
274;0;0;0;0;0;FALSE
211;0;0.05;0;0;0;FALSE
183;0;0;0;0;0;FALSE
75;0;0.128;0;0;0;FALSE
38;0;0;0;0;0;FALSE
153;0;0;0;0;0;FALSE
144;0;0;0;0;0;FALSE
55;0;0;0;0;0;FALSE
322;0;0;0;0;0.27;FALSE
54;0;0;0;0;0;FALSE
38;0;0;0;0;0;FALSE
6;0;0;0;0;0;FALSE
155;0.079;0.105;0;0.15;0.47;FALSE
91;0;0.195;0;0;0;FALSE
53;0;0;0;0;2;FALSE
10;0;0;0;0;0;FALSE
1329;0.013;0;0;0;0.05;FALSE
387;0;0;0;0;0;FALSE
791;0.021;0;0;0;0.07;FALSE
896;0.016;0;0;0;0.05;FALSE
3334;0.005;0;0;0;0.03;FALSE
205;0;0;0;0;0;FALSE
22;0;0;0;0;0;FALSE
113;0;0;0;0;0.41;FALSE
64;0;0;0;0;0;FALSE
24;0;0;0;0;0;FALSE
25;0;0;0;0;0;FALSE
164;0;0.301;0;0;0;FALSE
38;0;0;0;0;0;FALSE
38;0;0;0;0;0;FALSE
74;0.069;0;0;0;0;FALSE
119;0;0;0;0;0;FALSE
641;0.125;0;0;0.09;0;FALSE
44;0;0;0;0;0;FALSE
130;0;0;0;0;0;FALSE
90;0;0.487;0;0;0;FALSE
95;0;0;0;0;0;FALSE
92;0;0;0;0;0;FALSE
2;0;0;0;0;0;FALSE
15;0;0;0;0;0;FALSE
408;0;0;0;0;0.3;FALSE
8;0;0;0;0;0;FALSE
20;0;0;0;0;0;FALSE
37;0;0;0;0;0;FALSE
37;0;0;0;0;0;FALSE
13;0;0;0;0;0;FALSE
7;0;0;0;0;0;FALSE
45;0;0;0;0;0;FALSE
87;0;0;0;0;0;FALSE
3;0;0;0;0;0;FALSE
227;0;0.06;0;0;0;FALSE
1825;0;0;0;0;0.05;FALSE
73;0;0.09;0;0;0;FALSE
464;0;0;0;0;0;FALSE
7;0;0;0;0;0;FALSE
45;0;0.111;0;0;0;FALSE
11;0;0;0;0;0;FALSE
25;0;0;0;0;0;FALSE
6;0;0;0;0;0;FALSE
164;0;0;0;0;0;FALSE
47;0;0.327;0;0;0;FALSE
109;0;0;0;0;0;FALSE
51;0;0;0;0;0;FALSE
822;0;0;0;0;0;FALSE
43;0;0.42;0;0;0;FALSE
238;0;0;0;0;0;FALSE
69;0;0;0;0;0;FALSE
49;0;0;0;0;0;FALSE
106;0;0.367;0;0;0;FALSE
10;0;0;0;0;0;FALSE
31;0;0;0;0;0;FALSE
244;0;0;0;0;0.17;FALSE
167;0.331;0;0;0;0;FALSE
378;0;0;0;0;0;FALSE
152;0;0.244;0;0;0;FALSE
18;0;0;0;0;0;FALSE
80;0;0.312;0;0;0.59;FALSE
26;0;0;0;0;0;FALSE
2015;0;0.126;0;0;0.02;FALSE
89;0;0.068;0;0;0;FALSE
127;0;0.177;0;0;0;FALSE
11;0;0.666;0;0;0;FALSE
102;0;0.209;0;0;0;FALSE
12;0;0;0;0;0;FALSE
193;0;0;0;0;0;FALSE
177;0;0.32;0;0;0.37;FALSE
34;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
157;0;0.216;0;0;0;FALSE
9;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
64;0;0.596;0;0;0;FALSE
47;0;0.314;0;0;0;FALSE
8;0;0;0;0;0;FALSE
92;0;0;0;0;1.02;FALSE
92;0;0.085;0;0;0;FALSE
55;0;0.487;0;0;1;FALSE
941;0.008;0;0;0;0.06;FALSE
31;0;0.833;0;0;0;FALSE
49;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
55;0;0.227;0;0;0;FALSE
53;0;0.263;0;0;0;FALSE
94;0;0.406;0;0;0;FALSE
69;0;0.1;0;0;0;FALSE
5;0;0;0;0;0;FALSE
63;0;0.098;0;0;0;FALSE
9;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
56;0;0.185;0;0;1.07;FALSE
9;0;0;0;0;0;FALSE
8;0;0;0;0;0;FALSE
118;0;0.042;0;0.25;0;FALSE
8;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
96;0.048;0.048;0;0;0;FALSE
66;0;0;0;0;0;FALSE
20;0;0;0;0;0;FALSE
33;0;0;0;0;0;FALSE
37;0;0;0;0;0;FALSE
263;0;0.107;0;0;0;FALSE
65;0;0.484;0;0;0;FALSE
1131;0;0.013;0;0;0;FALSE
239;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
49;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
8;0;0;0;0;0;FALSE
8;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
7;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
4;0;0;0;0;0;FALSE
5;0;0;0;0;0;FALSE
13;0;0;0;0;0;FALSE
15;0;0;0;0;0;FALSE
4;0;0;0;0;0;FALSE
1094;0.158;0;0;0;0;FALSE
7;0;0;0;0;0;FALSE
1232;0;0;0;0;0;FALSE
12;0;0;0;0;0;FALSE
1029;0;0;0;0;0;FALSE
22;0;0;0;0;0;FALSE
1122;0.021;0.01;0;0;0;FALSE
43;0;0;0;0;0;FALSE
1;0;0;0;0;0;FALSE
267;0;0.02;0;0;0.38;FALSE
67;0;0;0;0;0;FALSE
74;0;0;0;0;0.44;FALSE
47;0;0;0;0;0;FALSE
82;0;0;0;0;0;FALSE
1160;0;0;0;0;0.13;FALSE
1;0;0;0;0;0;FALSE
20;0;0;0;0;0;FALSE
6;0;0;0;0;0;FALSE
7;0;0;0;0;0;FALSE
20;0;0;0;0;0;FALSE
358;0;0;0;0;0;FALSE
13;0;0;0;0;0;FALSE
17;0;0;0;0;0;FALSE
5;0;0;0;0;0;FALSE
15;0;0;0;0;0;FALSE
7;0;0;0;0;0;FALSE
258;0;0;0;0;0.21;FALSE
4;0;0;0;0;0;FALSE
4;0;0;0;0;0;FALSE
447;0;0.019;0;0;0;FALSE
82;0;0;0;0;0;FALSE
26;0;0;0;0;0;FALSE
21;0;0;0;0;0;FALSE
14;0;0.289;0;0;0;FALSE
20;0;0;0;0;0;FALSE
5395;0.09;0.002;0;0;0.01;FALSE
36;0;0;0;0;3.94;FALSE
58;0;0.136;0;0;0;FALSE
31;0;0;0;0;0;FALSE
18;0;0;0;0;0;FALSE
37;0;0.476;0;0;0;FALSE
5;0;0;0;0;0;FALSE
601;0;0;0;0;0;FALSE
297;0.03;0;0;0.06;0.19;FALSE
17;0;0.586;0;0;0;FALSE
49;0;0.107;0;0;0;FALSE
617;0.166;0;0;0;0.13;FALSE
12;0;0.373;0;0;0;FALSE
6;0;0;0;0;0;FALSE
2;0;0;0;0;0;FALSE
172;0;0;0;0;0.26;FALSE
172;0;0;0;0;0.26;FALSE
173;0;0;0;0;0;FALSE
45;0;0;0;0;0;FALSE
175;0;0.045;0;0;0;FALSE
29;0;0;0;0;0;FALSE
772;0.377;0.022;0.16;0;0;FALSE
1361;0.071;0.071;0;0.04;0.04;FALSE
162;0;0.057;0;0;0;FALSE
686;0.041;0;0;0;0.09;FALSE
3086;0.004;0;0;0;0.02;FALSE
1161;0.016;0;0;0;0.05;FALSE
1090;0.016;0;0;0;0.05;FALSE
910;0.053;0;0;0.05;0;FALSE
163;0;0;0;0;0;FALSE
7;0;0;0;0;0;FALSE
40;0;0;0;0;0;FALSE
101;0.084;0;0;0;0.27;FALSE
37;0.63;0;0;0;0;FALSE
33;0;0;0;0;0;FALSE
138;0;0;0;0;0;FALSE
114;0;0;0;0;0;FALSE
12;0;0;0;0;0;FALSE
78;0;0;0;0;0;FALSE
37;0;0;0;0;0;FALSE
53;0;0;0;0;2;FALSE
238;0;0;0;0;0;FALSE
51;0;0;0;0;0;FALSE
4;0;0;0;0;0;FALSE
5;0;0;0;0;0;FALSE
6;0;0;0;0;0;FALSE
54;0;0;0;0;0;FALSE
85;0;0;0.56;0;0;FALSE
65;0.219;0;0;0;0;FALSE
5;0;0;0;0;0;FALSE
10;0;0;0;0;0;FALSE
41;0;0;0;0.74;0.74;FALSE
35;0;0;0;0;0;FALSE
3;0;0;0;0;0;FALSE
38;0;0;0;0.97;0.97;FALSE
65;0;0;0;0;0;FALSE
42;0;0;0;0;0;FALSE
13;0;0;0;2.12;0;FALSE
12;0;0;0;0;0;FALSE
148;0;0;0;0;0;FALSE
30;0;0;0;0;0;FALSE
4;0;0;0;0;0;FALSE
112;0;0;0;0;0.34;FALSE
139;0;0;0;0;0;FALSE
21;0;0;0;0;0;FALSE
16;0;0;0;0;0;FALSE
164;0;0;0;0;0;FALSE
168;0;0;0;0;0;FALSE
15;0;0;0;0;0;FALSE
156;0;0;0;0;0;FALSE
167;0;0;0;0;0;FALSE
1081;0.058;0.022;0;0.05;0.1;FALSE
19;0;0.143;0;0;0;FALSE
377;0;0;0;0;0;FALSE
143;0;0;0;0;0;FALSE
42;0;0;0.39;0;0.78;FALSE
16;0;0;0;0;0;FALSE
568;0;0.031;0;0;0.22;FALSE
122;0;0;0;0;0;FALSE
116;0;0;0;0;0;FALSE
87;0;0;0;0;0.49;FALSE
97;0;0;0;0;0;FALSE
99;0;0;0;0;0;FALSE
101;0;0;0;0;0;FALSE
37;0;0;0;0;0;FALSE
46;0;0;0;0;0;FALSE
23;0;0.709;0;0;0;FALSE
30;0;0;0;0;0;FALSE
47;0;0;0;0;0;FALSE
37;0;0;0;0;0;FALSE
64;0.665;0;0;0;0;FALSE
64;0.665;0;0;0;0;FALSE
149;0;0;0;0;0;FALSE
28;0;0;0;0;0;FALSE
132;0;0;0;0;0;FALSE
130;0;0;0;0;0;FALSE
136;0;0;0;0;0;FALSE
1303;0.014;0;0;0;0.05;FALSE
113;0;0;0;0;0;FALSE
86;0;0;0;0;0.23;FALSE
143;0;0;0;0;0.23;FALSE
62;0;0;0;0;0;FALSE
963;0.016;0;0;0;0.05;FALSE
4;0;0;0;0;0;FALSE
1538;0.427;0.014;0;0;0.13;FALSE
1;0;0;0;0;0;FALSE
490;0.029;0;0;0;0.1;FALSE
571;0.031;0;0;0;0.11;FALSE
558;0;0;0;0;0;FALSE
1758;0.007;0;0;0;0.02;FALSE
71;0;0;0;0;0;FALSE
19;0;0;0;0;0;FALSE
26;0;0.74;0;0;0;FALSE
3;0;0;0;0;0;FALSE
685;0.053;0.035;0;0;0;FALSE
5;0;0;0;0;0;FALSE
10;0;0;0;0;0;FALSE
227;0;0;0;0;0;FALSE
33;0;0;0;0;0;FALSE
215;0;0.048;0;0;0;FALSE
117;0;0;0;0;0;FALSE
17;0;0;0;0;0;FALSE
19;0;0.505;0;0;0;FALSE
59;0;0;0;0;0;FALSE
278;0.242;0.282;0;0;0;FALSE
168;0;0;0;0;0.71;FALSE
7;0;0;0;0;0;FALSE
35;0;0;0;0;0;FALSE
56;0;0;0;0;0;FALSE
81;0;0.083;0;0;0;FALSE
30;0;0;0;0;0;FALSE
430;0;0;0;0;0;FALSE
72;0;0.271;0;0;0;FALSE
372;0;0;0;0;0;FALSE
72;0;0;0;0;0;FALSE
31;0;0;0;0;0;FALSE
20;0;0;0;0;0;FALSE
19;0;0.2;0;0;0;FALSE
13;0;0;0;0;0;FALSE
40;0;0;0;0;0;FALSE
139;0;0;0;0;0;FALSE
432;0.063;0.021;0;0;0;FALSE
210;0;0;0;0;0;FALSE
206;0;0.037;0;0;0;FALSE
552;0.066;0;0;0.09;0;FALSE
24;0;0;0;0;0;FALSE
37;0;0;0;0;0;FALSE
14;0;0;0;0;0;FALSE
904;0.013;0;0;0;0;FALSE
26;0;0;0;0;0;FALSE
41;0;0;0;0;0;FALSE
18;0;0;0;0;0;FALSE
17;0;0;0;0;0;FALSE
204;0;0;0;0;0.35;FALSE
598;0;0.025;0;0;0;FALSE
338;0.059;0.119;0;0.48;0;FALSE
1223;0.044;0.014;0;0;0;FALSE
107;0;0;0;0;0;FALSE
23;0;0;0;0;0;FALSE
68;0;0;0;0;0;FALSE
33;0;0;0;0;0;FALSE
4;0;0;0;0;0;FALSE
23;0;0;0;0;0;FALSE
17;0;0;0;0;0;FALSE
6;0;0;0;0;0;FALSE
6;0;0;0;0;0;FALSE
10;0;0;0;0;0;FALSE
598;0.011;0;0;0;0;FALSE
15;0;0;0;0;0;FALSE
61;0;0;0;0;0;FALSE
32;0;0;0;0;0;FALSE
542;0.022;0.057;0;0;0.08;FALSE
34;0;0.304;0;0;0;FALSE
55;0;0;0;0;0;FALSE
35;0;0;0;0;0;FALSE
23;0;0;0;0;0;FALSE
10;0;0;0;0;0;FALSE
39;0;0;0;0;0;FALSE
30;0;0;0;0;0;FALSE
44;0;0;0;0;0;FALSE
63;0;0.094;0;0;0;FALSE
17;0;0;0;0;0;FALSE
23;0;0.193;0;0;0;FALSE
62;0;0.237;0;0;0;FALSE
91;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
72;0;0;0;0;0;FALSE
146;0.205;0.37;0.23;0.23;0.23;FALSE
7;0;0;0;0;0;FALSE
549;0.032;0;0;0;0.11;FALSE
505;0.031;0;0;0;0.11;FALSE
5;0;0;0;0;0;FALSE
12;0;0;0;0;0;FALSE
14;0;0;0;0;0;FALSE
38;0;0.102;0;0;1.19;FALSE
673;0.024;0;0;0;0.08;FALSE
1423;0.014;0;0;0;0.05;FALSE
715;0.024;0;0;0;0.17;FALSE
46;0;0;0;0;0;FALSE
576;0.043;0;0.07;0.15;0;FALSE
15;0;1.098;0;0;0;FALSE
48;0;0.173;0;0;0;FALSE
133;0;0;0;0;0;FALSE
19;0;0;0;0;0;FALSE
14;0;0.178;0;0;1.26;FALSE
26;0;0;0;0;0;FALSE
372;0.04;0.04;0;0;0;FALSE
262;0;0.043;0;0;0;FALSE
110;0;0;0;0;0;FALSE
84;0;0.387;0;0;0.68;FALSE
179;0;0.065;0;0;0;FALSE
5;0;0;0;0;0;FALSE
20;0;0.391;0;0;0;FALSE
45;0;0.403;0;0;0;FALSE
15;0;0;0;0;0;FALSE
375;0;0;0;0;0;FALSE
2458;0.041;0.015;0;0;0;FALSE
26;0;0;0;0;1.23;FALSE
5;0;0;0;0;0;FALSE
7;0;0;0;0;0;FALSE
77;0;0.079;0;0;0;FALSE
7;0;0;0;0;0;FALSE
9;0;0;0;0;1.75;FALSE
96;0;0;0;0;0;FALSE
22;0;0;0;0;0;FALSE
3;0;0;0;0;0;FALSE
22;0;0.181;0;0;0;FALSE
29;0;0;0;0;0;FALSE
359;0.024;0;0;0;0;FALSE
7;0;0;0;0;0;FALSE
7;0;0;0;0;0;FALSE
106;0;0;0;0;0;FALSE
175;0;0;0;0;0;FALSE
15;0;0;0;0;0;FALSE
14;0;0.961;0;0;0;FALSE
41;0;0;0;0;0;FALSE
29;0;0;0;0;0;FALSE
61;0;0;0;0;0;FALSE
40;0;0;0;0;0;FALSE
237;0;0.039;0;0;0.77;FALSE
85;0;0.124;0;0;0;FALSE
1356;0.016;0.028;0;0;0.07;FALSE
10;0.719;0;0;0;0;FALSE
95;0;0;0;0;0;FALSE
76;0;0;0;0;0.89;FALSE
10;0.724;0;0;0;0;FALSE
50;0;0;0;0;0;FALSE
16;0;0;0;0;0;FALSE
193;0;0.056;0;0;0;FALSE
49;0;0;0;0;0;FALSE
43;0;0;0;1.25;0;FALSE
418;0.017;0;0;0.25;0;FALSE
53;0;0;0;0;2;FALSE
23;0;0;0;0;0;FALSE
47;0;0;0;0;0;FALSE
41;0;0.097;0;0;0;FALSE
114;0;0.109;0;0;0;FALSE
20;0;0;0;0;0;FALSE
199;0;0;0;0;0;FALSE
142;0;0;0;0;0.23;FALSE
8;0;0;0;0;0;FALSE
